id,date,timestamp,level,status,method,host,pathname,event_message,headers,regions,log_type,latency,log_count,logs,auth_user
14f0f98d-63f0-4bf7-beff-35596cb44297,"""2026-06-29T11:45:47.655Z""",2026-06-29T11:45:47.655000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
fcb1d73c-c41f-4008-bc5d-e6f0aff07444,"""2026-06-29T11:45:47.655Z""",2026-06-29T11:45:47.655000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
d6407cb5-9fe0-46dd-b317-7c31e8f10357,"""2026-06-29T11:45:47.655Z""",2026-06-29T11:45:47.655000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
764c6fc1-490b-422e-a80d-02239c83eb72,"""2026-06-29T11:45:47.655Z""",2026-06-29T11:45:47.655000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
04eafe8e-3b24-435c-a136-8b5f04ff1087,"""2026-06-29T11:45:47.655Z""",2026-06-29T11:45:47.655000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
17572136-e472-4b40-a055-85c93055f9db,"""2026-06-29T11:45:47.655Z""",2026-06-29T11:45:47.655000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
a87de515-488e-4309-8843-ba91c3c0a8dd,"""2026-06-29T11:44:01.239Z""",2026-06-29T11:44:01.239000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
0ee23783-9c7e-493d-b598-51f4b852b296,"""2026-06-29T11:44:01.236Z""",2026-06-29T11:44:01.236000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
7c5a4921-0349-498b-a386-d1e5f5a3ede3,"""2026-06-29T11:44:01.235Z""",2026-06-29T11:44:01.235000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
32777bc8-2afc-4655-8910-ca4cceaac3ad,"""2026-06-29T11:44:01.232Z""",2026-06-29T11:44:01.232000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
60ac9a1c-164b-496f-9ac9-dd1b4a811f82,"""2026-06-29T11:44:01.231Z""",2026-06-29T11:44:01.231000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
9454d7f1-670b-4e90-ada7-5dcde3056e73,"""2026-06-29T11:44:01.229Z""",2026-06-29T11:44:01.229000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
1c485d24-9d86-416b-8ec3-8f937a9b1f7e,"""2026-06-29T11:44:01.229Z""",2026-06-29T11:44:01.229000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
66b75246-25c0-457f-8770-b4ea0d3abc63,"""2026-06-29T11:44:01.225Z""",2026-06-29T11:44:01.225000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
60e268cd-b20e-4fdc-b261-6e14e835bfec,"""2026-06-29T11:44:01.224Z""",2026-06-29T11:44:01.224000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
f7d90283-7b41-47e8-9a71-013cf50cf402,"""2026-06-29T11:44:01.224Z""",2026-06-29T11:44:01.224000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
1c94e9f3-7352-4e90-b427-13aeeaa53996,"""2026-06-29T11:42:59.545Z""",2026-06-29T11:42:59.545000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
50b67465-85f2-4685-adb3-cf3af8049f99,"""2026-06-29T11:42:59.545Z""",2026-06-29T11:42:59.545000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
8a18713a-0c9e-4557-a77a-30efba7d36a1,"""2026-06-29T11:42:59.545Z""",2026-06-29T11:42:59.545000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
8895c597-87a1-4b1d-aab7-8b8660515af0,"""2026-06-29T11:42:59.544Z""",2026-06-29T11:42:59.544000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
e997e4c9-6c74-4b60-aa73-0bc5fef063a4,"""2026-06-29T11:42:59.544Z""",2026-06-29T11:42:59.544000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
84711812-dba2-4df5-a782-44fbde2dc761,"""2026-06-29T11:42:59.544Z""",2026-06-29T11:42:59.544000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
dc69234c-7dfb-41d0-975a-f435af07ee59,"""2026-06-29T11:42:59.544Z""",2026-06-29T11:42:59.544000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
9e436d94-8ca9-4207-8750-b8f90b597d34,"""2026-06-29T11:42:59.544Z""",2026-06-29T11:42:59.544000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
913146f1-c306-47e0-8b2e-1db2d54e6895,"""2026-06-29T11:41:54.205Z""",2026-06-29T11:41:54.205000,success,00000,,,,"checkpoint complete: wrote 55 buffers (0.2%); 0 WAL file(s) added, 0 removed, 2 recycled; write=6.355 s, sync=0.011 s, total=6.434 s; sync files=19, longest=0.009 s, average=0.001 s; distance=32895 kB, estimate=57712 kB; lsn=3/5D021AC0, redo lsn=3/5D01FC40",{},[],postgres,0,null,[],null
8c9e63d1-d6bb-4588-ba2f-79ee147ad222,"""2026-06-29T11:41:48.801Z""",2026-06-29T11:41:48.801000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
b02f3a48-68de-4253-b7b9-bf5e3dafeeb7,"""2026-06-29T11:41:48.801Z""",2026-06-29T11:41:48.801000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
05df9b11-1aad-472c-b759-3e7fbc088f62,"""2026-06-29T11:41:48.801Z""",2026-06-29T11:41:48.801000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
d17d4fb7-9eca-4586-b02e-faf350b0e8a6,"""2026-06-29T11:41:48.801Z""",2026-06-29T11:41:48.801000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
4e954505-da54-490c-ad71-1a380d1a601d,"""2026-06-29T11:41:48.801Z""",2026-06-29T11:41:48.801000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
c374c91e-21e7-4d81-9830-0f1cd8ff9b3f,"""2026-06-29T11:41:48.801Z""",2026-06-29T11:41:48.801000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
18e2b2fe-c9ec-4d58-97da-15ea3a924730,"""2026-06-29T11:41:48.801Z""",2026-06-29T11:41:48.801000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
226d98e1-9d59-47a1-9601-b82779b5a92b,"""2026-06-29T11:41:48.801Z""",2026-06-29T11:41:48.801000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
c77669d7-c1d4-42e2-91db-652ca1052d49,"""2026-06-29T11:41:48.801Z""",2026-06-29T11:41:48.801000,success,00000,,,,"connection authorized: user=authenticator database=postgres application_name=PostgREST 14.5 SSL enabled (protocol=TLSv1.3, cipher=TLS_AES_256_GCM_SHA384, bits=256)",{},[],postgres,0,null,[],null
